Year;Month;Province;Mortgaged_FirstHand_Sale;Mortgaged_SecondHand_Sale;Other_FirstHand_Sale;Other_SecondHand_Sale
2013;September;Balikesir-10;279;351;609;862
2013;September;Bartin-74;15;31;49;50
2013;September;Batman-72;71;26;129;92
2013;September;Bayburt-69;4;3;18;10
2013;September;Bilecik-11;60;67;121;76
2013;September;Bingol-12;0;0;11;29
2013;September;Bitlis-13;10;12;38;25
2013;September;Bolu-14;91;53;172;90
2013;September;Burdur-15;15;30;65;41
2013;September;Bursa-16;650;726;941;1079
2013;September;Canakkale-17;157;177;452;317
2013;September;Cankiri-18;50;36;70;39
2013;September;Corum-19;131;137;232;264
2013;September;Denizli-20;226;291;286;347
2013;September;Diyarbakir-21;224;195;376;392
2013;September;Duzce-81;70;57;86;115
2013;September;Edirne-22;120;152;237;229
2013;September;Elazig-23;92;126;310;301
2013;September;Erzincan-24;56;28;95;55
2013;September;Erzurum-25;115;87;210;192
2013;September;Eskisehir-26;380;277;920;482
2013;September;Gaziantep-27;371;358;620;613
2013;September;Giresun-28;67;55;170;146
2013;September;Gumushane-29;11;10;41;19
2013;September;Hakkari-30;2;0;11;0
2013;September;Hatay-31;219;225;487;443
2013;September;Igdir-76;12;8;28;25
2013;September;Isparta-32;25;64;183;134
2013;September;Istanbul-34;3986;4167;4142;6219
2013;September;Izmir-35;920;1505;1291;2253
2013;September;Kahramanmaras-46;210;162;380;295
2013;September;Karabuk-78;62;59;105;73
2013;September;Karaman-70;23;44;69;73
2013;September;Kars-36;36;21;45;15
2013;September;Kastamonu-37;84;65;155;133
2013;September;Kayseri-38;164;525;735;1122
2013;September;Kilis-79;16;24;94;47
2013;September;Kirikkale-71;55;73;185;145
2013;September;Kirklareli-39;115;102;190;140
2013;September;Kirsehir-40;74;54;267;107
2013;September;Kocaeli-41;453;547;678;718
2013;September;Konya-42;345;525;849;926
2013;September;Kutahya-43;106;102;278;179
2013;September;Malatya-44;222;215;386;346
2013;September;Manisa-45;267;357;379;378
2013;September;Mardin-47;67;24;177;88
2013;September;Mersin-33;406;665;663;1131
2013;September;Mugla-48;153;270;555;806
2013;September;Mus-49;1;7;8;40
2013;September;Nevsehir-50;10;55;30;166
2013;September;Nigde-51;43;71;113;188
2013;September;Ordu-52;138;88;306;209
2013;September;Osmaniye-80;88;72;174;83
2013;September;Rize-53;30;48;71;73
2013;September;Sakarya-54;276;243;616;657
2013;September;Samsun-55;249;269;571;512
2013;September;Sanliurfa-63;116;210;539;352
2013;September;Siirt-56;30;19;96;43
2013;September;Sinop-57;39;40;75;68
2013;September;Sirnak-73;5;2;115;15
2013;September;Sivas-58;76;111;202;164
2013;September;Tekirdag-59;500;551;714;1004
2013;September;Tokat-60;120;103;106;114
2013;September;Trabzon-61;139;135;453;300
2013;September;Tunceli-62;43;15;74;38
2013;September;Usak-64;50;50;115;86
2013;September;Van-65;44;26;174;67
2013;September;Yalova-77;58;122;174;502
2013;September;Yozgat-66;71;64;125;115
2013;September;Zonguldak-67;87;118;116;163
2013;October;Adana-1;150;344;309;429
2013;October;Adiyaman-2;34;41;106;104
2013;October;Afyonkarahisar-3;59;60;171;200
2013;October;Agri-4;18;6;61;18
2013;October;Aksaray-68;54;41;94;110
2013;October;Amasya-5;49;40;78;75
2013;October;Ankara-6;1157;1980;2213;2881
2013;October;Antalya-7;504;737;1152;1473
2013;October;Ardahan-75;4;0;5;1
2013;October;Artvin-8;25;15;50;42
2013;October;Aydin-9;165;241;466;780
2013;October;Balikesir-10;195;233;391;621
2013;October;Bartin-74;12;21;36;35
2013;October;Batman-72;43;9;113;48
2013;October;Bayburt-69;9;7;19;10
2013;October;Bilecik-11;44;36;79;32
2013;October;Bingol-12;1;1;11;29
2013;October;Bitlis-13;11;11;103;16
2013;October;Bolu-14;72;35;144;59
2013;October;Burdur-15;14;14;47;35
2013;October;Bursa-16;491;570;669;917
2013;October;Canakkale-17;105;91;209;206
2013;October;Cankiri-18;39;26;50;47
2013;October;Corum-19;77;115;402;179
2013;October;Denizli-20;140;204;229;197
2013;October;Diyarbakir-21;145;169;358;287
2013;October;Duzce-81;53;50;54;99
2013;October;Edirne-22;101;78;185;327
2013;October;Elazig-23;55;99;279;243
2013;October;Erzincan-24;37;19;76;50
2013;October;Erzurum-25;74;75;135;144
2013;October;Eskisehir-26;230;172;606;342
2013;October;Gaziantep-27;226;210;553;530
2013;October;Giresun-28;49;53;164;132
2013;October;Gumushane-29;6;6;52;16
2013;October;Hakkari-30;0;1;2;1
2013;October;Hatay-31;150;161;302;331
2013;October;Igdir-76;19;7;21;17
2013;October;Isparta-32;16;39;106;77
2013;October;Istanbul-34;3120;3148;3617;4981
2013;October;Izmir-35;639;1120;1113;1727
2013;October;Kahramanmaras-46;135;107;308;193
2013;October;Karabuk-78;25;42;89;64
2013;October;Karaman-70;19;20;63;57
2013;October;Kars-36;45;9;38;17
2013;October;Kastamonu-37;43;29;164;96
2013;October;Kayseri-38;106;319;723;767
2013;October;Kilis-79;13;15;81;52
2013;October;Kirikkale-71;43;47;107;112
2013;October;Kirklareli-39;85;71;150;142
2013;October;Kirsehir-40;32;48;100;92
2013;October;Kocaeli-41;351;430;592;501
2013;October;Konya-42;273;323;643;635
2013;October;Kutahya-43;87;75;205;160
2013;October;Malatya-44;133;119;357;237
2013;October;Manisa-45;172;225;253;293
2013;October;Mardin-47;34;30;112;83
2013;October;Mersin-33;255;434;826;894
2013;October;Mugla-48;125;206;255;545
2013;October;Mus-49;0;12;6;33
2013;October;Nevsehir-50;16;30;33;135
2013;October;Nigde-51;22;32;82;145
2013;October;Ordu-52;97;84;241;191
2013;October;Osmaniye-80;58;45;139;59
2013;October;Rize-53;26;27;56;63
2013;October;Sakarya-54;151;177;436;416
2013;October;Samsun-55;211;184;442;412
2013;October;Sanliurfa-63;84;134;356;262
2013;October;Siirt-56;10;13;65;35
2013;October;Sinop-57;27;25;49;53
2013;October;Sirnak-73;1;1;16;6
2013;October;Sivas-58;62;67;157;122
2013;October;Tekirdag-59;338;379;487;664
2013;October;Tokat-60;74;59;90;130
2013;October;Trabzon-61;88;93;305;225
2013;October;Tunceli-62;35;4;72;17
2013;October;Usak-64;33;36;80;64
2013;October;Van-65;24;18;119;61
2013;October;Yalova-77;51;96;155;440
2013;October;Yozgat-66;38;43;109;83
2013;October;Zonguldak-67;49;81;109;103
2013;November;Adana-1;256;429;433;643
2013;November;Adiyaman-2;55;56;158;113
2013;November;Afyonkarahisar-3;78;64;112;272
2013;November;Agri-4;15;13;75;33
2013;November;Aksaray-68;79;55;156;119
2013;November;Amasya-5;74;57;142;110
2013;November;Ankara-6;1756;2976;3040;4209
2013;November;Antalya-7;714;1017;1587;2098
2013;November;Ardahan-75;4;1;8;0
2013;November;Artvin-8;24;33;115;42
2013;November;Aydin-9;242;392;502;873
2013;November;Balikesir-10;270;339;555;756
2013;November;Bartin-74;23;27;54;22
2013;November;Batman-72;66;21;192;64
2013;November;Bayburt-69;18;4;28;11
2013;November;Bilecik-11;81;58;134;70
2013;November;Bingol-12;0;2;6;15
2013;November;Bitlis-13;5;16;47;22
2013;November;Bolu-14;86;71;269;148
2013;November;Burdur-15;28;20;51;36
2013;November;Bursa-16;697;675;1112;1210
2013;November;Canakkale-17;124;137;248;248
2013;November;Cankiri-18;58;41;74;88
2013;November;Corum-19;126;130;238;233
2013;November;Denizli-20;223;243;259;326
2013;November;Diyarbakir-21;247;171;496;347
2013;November;Duzce-81;45;55;67;103
2013;November;Edirne-22;129;103;221;193
2013;November;Elazig-23;61;109;329;334
2013;November;Erzincan-24;64;25;108;61
2013;November;Erzurum-25;111;72;327;161
2013;November;Eskisehir-26;332;238;733;494
2013;November;Gaziantep-27;421;297;816;570
2013;November;Giresun-28;81;64;153;146
2013;November;Gumushane-29;7;9;23;15
2013;November;Hakkari-30;2;0;3;1
2013;November;Hatay-31;244;227;553;467
2013;November;Igdir-76;23;4;34;25
2013;November;Isparta-32;24;49;85;126
2013;November;Istanbul-34;4446;4420;5031;7038
2013;November;Izmir-35;967;1564;1538;2133
2013;November;Kahramanmaras-46;195;115;388;217
2013;November;Karabuk-78;32;49;62;91
2013;November;Karaman-70;32;28;67;62
2013;November;Kars-36;39;11;59;22
2013;November;Kastamonu-37;94;51;164;143
2013;November;Kayseri-38;187;463;958;1070
2013;November;Kilis-79;10;13;110;62
2013;November;Kirikkale-71;47;69;143;119
2013;November;Kirklareli-39;84;62;215;121
2013;November;Kirsehir-40;59;57;173;113
2013;November;Kocaeli-41;460;548;617;748
2013;November;Konya-42;309;391;903;830
2013;November;Kutahya-43;96;87;268;252
2013;November;Malatya-44;167;145;346;302
2013;November;Manisa-45;206;298;395;397
2013;November;Mardin-47;55;31;177;83
2013;November;Mersin-33;348;570;584;998
2013;November;Mugla-48;149;284;282;579
2013;November;Mus-49;0;4;12;20
2013;November;Nevsehir-50;13;39;60;126
2013;November;Nigde-51;48;37;294;168
2013;November;Ordu-52;146;121;309;236
2013;November;Osmaniye-80;86;58;159;66
2013;November;Rize-53;68;34;112;80
2013;November;Sakarya-54;210;215;486;508
2013;November;Samsun-55;273;275;515;493
2013;November;Sanliurfa-63;144;179;519;330
2013;November;Siirt-56;27;13;69;25
2013;November;Sinop-57;35;26;79;71
2013;November;Sirnak-73;8;1;376;51
2013;November;Sivas-58;91;74;255;136
2013;November;Tekirdag-59;436;483;659;902
2013;November;Tokat-60;77;64;115;101
2013;November;Trabzon-61;132;151;375;298
2013;November;Tunceli-62;42;15;77;32
2013;November;Usak-64;26;40;105;59
2013;November;Van-65;31;17;145;90
2013;November;Yalova-77;78;90;170;506
2013;November;Yozgat-66;51;52;266;149
2013;November;Zonguldak-67;59;100;119;151
2013;December;Adana-1;262;497;706;590
2013;December;Adiyaman-2;62;43;211;108
2013;December;Afyonkarahisar-3;86;64;142;329
2013;December;Agri-4;33;6;99;43
2013;December;Aksaray-68;54;45;343;89
2013;December;Amasya-5;97;57;178;89
2013;December;Ankara-6;1715;2628;3588;4354
2013;December;Antalya-7;761;1063;1908;2323
2013;December;Ardahan-75;8;0;14;1
2013;December;Artvin-8;38;17;100;30
2013;December;Aydin-9;273;355;662;1017
2013;December;Balikesir-10;277;297;734;1060
2013;December;Bartin-74;36;33;44;33
2013;December;Batman-72;49;21;289;78
2013;December;Bayburt-69;14;4;21;9
2013;December;Bilecik-11;87;55;145;59
2013;December;Bingol-12;0;1;122;25
2013;December;Bitlis-13;31;14;96;37
2013;December;Bolu-14;82;57;219;139
2013;December;Burdur-15;27;29;104;40
2013;December;Bursa-16;868;647;1303;1292
2013;December;Canakkale-17;173;137;415;264
2013;December;Cankiri-18;67;33;124;45
2013;December;Corum-19;93;136;331;249
2013;December;Denizli-20;224;247;410;347
2013;December;Diyarbakir-21;196;137;637;358
2013;December;Duzce-81;69;45;140;107
2013;December;Edirne-22;95;84;210;195
2013;December;Elazig-23;69;89;512;350
2013;December;Erzincan-24;59;34;192;43
2013;December;Erzurum-25;132;75;340;196
2013;December;Eskisehir-26;352;238;1153;492
2013;December;Gaziantep-27;299;249;848;645
2013;December;Giresun-28;61;57;258;138
2013;December;Gumushane-29;4;2;48;18
2013;December;Hakkari-30;0;0;81;0
2013;December;Hatay-31;231;219;672;509
2013;December;Igdir-76;13;5;45;24
2013;December;Isparta-32;20;60;190;144
2013;December;Istanbul-34;4615;4454;6503;8350
2013;December;Izmir-35;1047;1537;1725;2594
2013;December;Kahramanmaras-46;147;117;583;260
2013;December;Karabuk-78;52;42;124;79
2013;December;Karaman-70;36;36;102;60
2013;December;Kars-36;35;7;67;22
2013;December;Kastamonu-37;126;48;212;113
2013;December;Kayseri-38;168;432;936;1072
2013;December;Kilis-79;27;6;96;38
2013;December;Kirikkale-71;44;49;252;161
2013;December;Kirklareli-39;119;76;179;141
2013;December;Kirsehir-40;43;49;210;114
2013;December;Kocaeli-41;552;468;813;749
2013;December;Konya-42;339;403;1095;866
2013;December;Kutahya-43;92;95;272;187
2013;December;Malatya-44;159;140;544;355
2013;December;Manisa-45;242;333;580;486
2013;December;Mardin-47;47;27;283;104
2013;December;Mersin-33;335;605;849;1105
2013;December;Mugla-48;150;241;407;632
2013;December;Mus-49;1;4;13;20
2013;December;Nevsehir-50;9;38;54;279
2013;December;Nigde-51;63;51;140;167
2013;December;Ordu-52;145;105;363;246
2013;December;Osmaniye-80;103;38;257;107
2013;December;Rize-53;42;46;171;122
2013;December;Sakarya-54;237;210;1480;560
2013;December;Samsun-55;261;230;717;627
2013;December;Sanliurfa-63;133;166;733;417
2013;December;Siirt-56;36;8;136;41
2013;December;Sinop-57;37;33;97;65
2013;December;Sirnak-73;8;2;27;8
2013;December;Sivas-58;69;63;223;158
2013;December;Tekirdag-59;407;449;797;847
2013;December;Tokat-60;75;65;155;108
2013;December;Trabzon-61;109;143;562;426
2013;December;Tunceli-62;22;6;92;22
2013;December;Usak-64;62;39;157;74
2013;December;Van-65;29;26;258;120
2013;December;Yalova-77;86;84;166;454
2013;December;Yozgat-66;45;43;691;154
2013;December;Zonguldak-67;72;106;131;176
2014;January;Adana-1;246;410;350;532
2014;January;Adiyaman-2;46;52;131;87
2014;January;Afyonkarahisar-3;81;63;97;203
2014;January;Agri-4;21;6;30;22
2014;January;Aksaray-68;53;49;116;108
2014;January;Amasya-5;62;64;58;62
2014;January;Ankara-6;1556;2461;2364;3760
2014;January;Antalya-7;684;990;1558;1873
2014;January;Ardahan-75;4;0;12;2
2014;January;Artvin-8;16;20;47;29
2014;January;Aydin-9;283;336;496;745
2014;January;Balikesir-10;250;292;518;622
2014;January;Bartin-74;38;22;54;21
2014;January;Batman-72;33;11;104;75
2014;January;Bayburt-69;1;1;15;7
2014;January;Bilecik-11;52;39;90;47
2014;January;Bingol-12;0;1;9;20
2014;January;Bitlis-13;6;9;9;24
2014;January;Bolu-14;77;63;212;164
2014;January;Burdur-15;26;25;50;38
2014;January;Bursa-16;744;663;902;1117
2014;January;Canakkale-17;144;109;273;220
2014;January;Cankiri-18;45;26;41;47
2014;January;Corum-19;83;154;183;190
2014;January;Denizli-20;222;269;349;284
2014;January;Diyarbakir-21;178;122;344;293
2014;January;Duzce-81;33;33;73;93
2014;January;Edirne-22;88;67;146;143
2014;January;Elazig-23;57;92;250;316
2014;January;Erzincan-24;29;26;60;50
2014;January;Erzurum-25;79;66;201;179
2014;January;Eskisehir-26;258;197;667;387
2014;January;Gaziantep-27;317;240;572;439
2014;January;Giresun-28;48;68;97;96
2014;January;Gumushane-29;5;6;18;22
2014;January;Hakkari-30;0;0;1;2
2014;January;Hatay-31;227;151;405;398
2014;January;Igdir-76;18;7;14;28
2014;January;Isparta-32;33;57;118;107
2014;January;Istanbul-34;3560;3894;4084;5951
2014;January;Izmir-35;856;1378;1271;1795
2014;January;Kahramanmaras-46;164;85;258;209
2014;January;Karabuk-78;58;34;71;64
2014;January;Karaman-70;24;34;29;61
2014;January;Kars-36;22;14;35;10
2014;January;Kastamonu-37;70;44;132;77
2014;January;Kayseri-38;123;422;698;944
2014;January;Kilis-79;23;13;89;55
2014;January;Kirikkale-71;39;50;127;151
2014;January;Kirklareli-39;106;72;135;116
2014;January;Kirsehir-40;29;47;109;111
2014;January;Kocaeli-41;475;472;583;626
2014;January;Konya-42;239;336;771;734
2014;January;Kutahya-43;66;66;227;155
2014;January;Malatya-44;122;130;256;234
2014;January;Manisa-45;227;282;383;335
2014;January;Mardin-47;34;18;182;74
2014;January;Mersin-33;345;538;596;888
2014;January;Mugla-48;126;248;252;560
2014;January;Mus-49;0;6;15;21
2014;January;Nevsehir-50;10;30;50;172
2014;January;Nigde-51;52;38;104;126
2014;January;Ordu-52;145;122;198;210
2014;January;Osmaniye-80;138;34;199;82
2014;January;Rize-53;40;51;74;59
2014;January;Sakarya-54;211;191;704;509
2014;January;Samsun-55;257;236;485;454
2014;January;Sanliurfa-63;121;132;492;337
2014;January;Siirt-56;18;20;61;33
2014;January;Sinop-57;36;33;54;47
2014;January;Sirnak-73;1;1;25;8
2014;January;Sivas-58;31;57;99;133
2014;January;Tekirdag-59;440;425;532;786
2014;January;Tokat-60;46;63;63;85
2014;January;Trabzon-61;112;125;367;283
2014;January;Tunceli-62;12;3;34;29
2014;January;Usak-64;54;42;75;80
2014;January;Van-65;28;16;103;96
2014;January;Yalova-77;62;91;119;425
2014;January;Yozgat-66;32;46;98;96
2014;January;Zonguldak-67;62;81;123;124
2014;February;Adana-1;210;285;483;606
2014;February;Adiyaman-2;25;34;73;129
2014;February;Afyonkarahisar-3;52;41;104;243
2014;February;Agri-4;4;6;37;29
2014;February;Aksaray-68;36;25;128;105
2014;February;Amasya-5;26;50;64;85
2014;February;Ankara-6;1035;1956;2445;3950
2014;February;Antalya-7;498;760;1302;1943
2014;February;Ardahan-75;2;0;4;0
2014;February;Artvin-8;20;12;33;29
2014;February;Aydin-9;183;287;502;847
2014;February;Balikesir-10;196;238;487;654
2014;February;Bartin-74;33;13;59;42
2014;February;Batman-72;18;14;128;90
2014;February;Bayburt-69;1;2;14;5
2014;February;Bilecik-11;37;29;131;45
2014;February;Bingol-12;0;2;3;17
2014;February;Bitlis-13;2;2;34;23
2014;February;Bolu-14;60;33;166;130
2014;February;Burdur-15;15;24;51;34
2014;February;Bursa-16;552;471;976;1105
2014;February;Canakkale-17;92;82;241;220
2014;February;Cankiri-18;23;30;36;44
2014;February;Corum-19;54;113;175;185
2014;February;Denizli-20;139;161;406;324
2014;February;Diyarbakir-21;148;110;300;376
2014;February;Duzce-81;42;33;89;124
2014;February;Edirne-22;60;64;124;146
2014;February;Elazig-23;37;59;147;268
2014;February;Erzincan-24;9;10;182;35
2014;February;Erzurum-25;54;42;188;170
2014;February;Eskisehir-26;187;164;552;444
2014;February;Gaziantep-27;168;192;485;511
2014;February;Giresun-28;38;46;124;119
2014;February;Gumushane-29;2;7;15;19
2014;February;Hakkari-30;0;0;0;0
2014;February;Hatay-31;135;143;457;398
2014;February;Igdir-76;18;2;21;19
2014;February;Isparta-32;23;38;106;89
2014;February;Istanbul-34;2937;3081;4944;6159
2014;February;Izmir-35;647;1043;1463;1975
2014;February;Kahramanmaras-46;84;52;227;227
2014;February;Karabuk-78;45;32;62;69
2014;February;Karaman-70;19;21;52;50
2014;February;Kars-36;15;7;33;29
2014;February;Kastamonu-37;58;29;97;92
2014;February;Kayseri-38;98;307;707;954
2014;February;Kilis-79;15;16;100;59
2014;February;Kirikkale-71;29;35;120;130
2014;February;Kirklareli-39;67;57;157;123
2014;February;Kirsehir-40;25;29;132;80
2014;February;Kocaeli-41;346;357;610;714
2014;February;Konya-42;161;251;1966;722
2014;February;Kutahya-43;59;63;212;136
2014;February;Malatya-44;73;84;316;281
2014;February;Manisa-45;180;227;412;338
2014;February;Mardin-47;41;19;148;82
2014;February;Mersin-33;241;409;578;825
2014;February;Mugla-48;98;192;269;487
2014;February;Mus-49;0;7;2;18
2014;February;Nevsehir-50;6;24;53;115
2014;February;Nigde-51;25;26;92;125
2014;February;Ordu-52;80;96;223;212
2014;February;Osmaniye-80;84;28;199;68
2014;February;Rize-53;29;18;66;77
2014;February;Sakarya-54;146;155;423;524
2014;February;Samsun-55;169;163;433;467
2014;February;Sanliurfa-63;88;121;501;309
2014;February;Siirt-56;39;9;82;42
2014;February;Sinop-57;37;26;58;50
2014;February;Sirnak-73;2;2;48;7
2014;February;Sivas-58;18;34;94;128
2014;February;Tekirdag-59;329;310;543;835
2014;February;Tokat-60;46;44;105;104
2014;February;Trabzon-61;69;88;368;279
2014;February;Tunceli-62;4;5;28;11
2014;February;Usak-64;30;37;82;56
2014;February;Van-65;14;14;55;66
2014;February;Yalova-77;43;59;173;463
2014;February;Yozgat-66;15;32;38;88
2014;February;Zonguldak-67;58;67;128;89
2014;March;Adana-1;176;324;354;581
2014;March;Adiyaman-2;33;35;82;99
2014;March;Afyonkarahisar-3;53;36;134;252
2014;March;Agri-4;13;10;68;25
2014;March;Aksaray-68;20;36;120;115
2014;March;Amasya-5;36;76;77;65
2014;March;Ankara-6;1092;2137;3821;3643
2014;March;Antalya-7;457;701;1687;1847
2014;March;Ardahan-75;2;2;4;3
2014;March;Artvin-8;10;17;23;35
2014;March;Aydin-9;206;236;663;912
2014;March;Balikesir-10;214;226;727;685
2014;March;Bartin-74;29;21;56;16
2014;March;Batman-72;22;19;141;60
2014;March;Bayburt-69;0;1;14;2
2014;March;Bilecik-11;44;36;79;64
2014;March;Bingol-12;0;1;7;15
2014;March;Bitlis-13;12;7;19;26
2014;March;Bolu-14;60;40;174;177
2014;March;Burdur-15;21;11;65;42
2014;March;Bursa-16;542;482;1044;1157
2014;March;Canakkale-17;120;91;287;239
2014;March;Cankiri-18;19;27;100;41
2014;March;Corum-19;59;74;161;215
2014;March;Denizli-20;142;152;305;331
2014;March;Diyarbakir-21;145;110;296;365
2014;March;Duzce-81;47;37;104;99
2014;March;Edirne-22;56;93;160;153
2014;March;Elazig-23;38;73;193;296
2014;March;Erzincan-24;12;16;74;38
2014;March;Erzurum-25;46;42;137;173
2014;March;Eskisehir-26;188;158;611;429
2014;March;Gaziantep-27;189;187;685;580
2014;March;Giresun-28;47;33;121;85
2014;March;Gumushane-29;1;2;29;12
2014;March;Hakkari-30;0;0;82;4
2014;March;Hatay-31;150;160;529;450
2014;March;Igdir-76;7;7;15;21
2014;March;Isparta-32;15;33;116;102
2014;March;Istanbul-34;2980;3099;5255;6384
2014;March;Izmir-35;652;1034;2046;2119
2014;March;Kahramanmaras-46;119;72;258;250
2014;March;Karabuk-78;39;31;123;100
2014;March;Karaman-70;11;17;71;71
2014;March;Kars-36;14;7;40;46
2014;March;Kastamonu-37;50;29;109;105
2014;March;Kayseri-38;94;313;803;868
2014;March;Kilis-79;8;20;117;44
2014;March;Kirikkale-71;31;35;71;119
2014;March;Kirklareli-39;53;47;152;135
2014;March;Kirsehir-40;22;33;105;108
2014;March;Kocaeli-41;345;357;793;699
2014;March;Konya-42;156;237;943;841
2014;March;Kutahya-43;52;72;212;151
2014;March;Malatya-44;69;93;322;274
2014;March;Manisa-45;195;244;546;369
2014;March;Mardin-47;30;15;179;93
2014;March;Mersin-33;220;387;699;941
2014;March;Mugla-48;133;203;306;636
2014;March;Mus-49;0;4;8;22
2014;March;Nevsehir-50;18;26;69;173
2014;March;Nigde-51;27;32;101;156
2014;March;Ordu-52;94;63;260;186
2014;March;Osmaniye-80;70;33;208;78
2014;March;Rize-53;30;31;141;68
2014;March;Sakarya-54;173;175;566;556
2014;March;Samsun-55;172;170;384;487
2014;March;Sanliurfa-63;87;97;540;295
2014;March;Siirt-56;20;10;70;37
2014;March;Sinop-57;35;35;48;48
2014;March;Sirnak-73;2;1;10;37
2014;March;Sivas-58;34;30;112;128
2014;March;Tekirdag-59;287;335;919;831
2014;March;Tokat-60;66;59;69;88
2014;March;Trabzon-61;89;102;511;282
2014;March;Tunceli-62;4;4;9;10
2014;March;Usak-64;20;26;70;76
2014;March;Van-65;13;15;73;78
2014;March;Yalova-77;56;66;171;447
2014;March;Yozgat-66;15;31;68;92
2014;March;Zonguldak-67;47;71;107;142
2014;April;Adana-1;159;328;383;550
2014;April;Adiyaman-2;39;38;83;91
2014;April;Afyonkarahisar-3;45;31;108;224
2014;April;Agri-4;9;6;44;27
2014;April;Aksaray-68;37;34;101;122
2014;April;Amasya-5;29;33;59;63
2014;April;Ankara-6;1095;1921;2271;3962
2014;April;Antalya-7;429;674;1804;1900
2014;April;Ardahan-75;3;0;6;3
2014;April;Artvin-8;9;7;31;23
2014;April;Aydin-9;167;281;552;829
